Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date
Brooklyn Public Library,aka BPL,Literature,Access to Artistic Excellence,10-5200-7175,Brooklyn,NY,11238-5619,"To support the Brooklyn Independents literary series and the Russian Literary Series. The latter will feature Russian fiction writers, poets, journalists, critics, and filmmakers reading and presenting in Russian to Brooklyn's large population of Russian speakers.",2010,9,"$15,000 ",7/1/2010,6/30/2011
Brooklyn Public Library,aka BPL,Literature,Access to Artistic Excellence,08-5200-7147,Brooklyn,NY,11238-5619,"To support the Brooklyn Independents literary series at the new Dweck Center for Contemporary Culture in Brooklyn in consortium with New Art Publications. These free events will include author readings, interviews, and discussions and feature authors from independent literary organizations.",2008,9,"$15,000 ",7/1/2008,6/30/2009
Brooklyn Public Library,aka BPL,Literature,Art Works,12-5200-7110,Brooklyn,NY,11238-5619,"To support readings and discussions with local and international authors. The project includes four programs: the Brooklyn Independents, featuring poets from four independent presses; the Russian Literary Series, featuring Russian writers reading and presenting in Russian to Brooklyn's large population of Russian speakers; Gotham: Writers in the City, featuring New York writers and moderated by WNYC radio host Leonard Lopate; and student poetry workshops.",2012,9,"$19,850 ",7/1/2012,6/30/2013
Brooklyn Public Library,aka BPL,Literature,Access to Artistic Excellence,11-5200-7175,Brooklyn,NY,11238-5619,"To support the Brooklyn Independents literary series and the Russian Literary Series. The latter will feature Russian writers reading and presenting in Russian to Brooklyn's large population of Russian speakers; Brooklyn Independents will feature poets from four independent presses: Graywolf Press, Akashic Books, Hanging Loose Press, and Ugly Ducking Presse.",2011,9,"$25,000 ",7/1/2011,6/30/2012
Brooklyn Public Library,aka BPL,Literature,Recovery Act,09-5288-7202,Brooklyn,NY,11238-5619,,2009,9,"$25,000 ",7/1/2009,6/30/2010
Brooklyn Public Library,aka BPL,Design,Leadership,01-4200-3039,Brooklyn,NY,11238-5619,To support an invited competition for a new Brooklyn Public Library Visual and Performing Arts Library to be located in the Brooklyn Academy of Music Cultural District. The project is a collaborative effort between Brooklyn Public Library and the Brooklyn Academy of Music.,2001,9,"$50,000 ",9/1/2001,8/31/2002
"Waters, Alyson",,Literature,Literature Fellowships: Translation Projects,04-5211-5007,Brooklyn,NY,11238-5916,,2004,0,"$20,000 ",12/1/2003,12/31/2004
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Heritage / Preservation,99-4400-6114,Brooklyn,NY,11238-6052,"To support a touring exhibition entitled ""Hip-Hop: Roots, Rhymes and Rage,"" and an accompanying brochure and public programs. The project will examine the definition of the country's African American cultural heritage through dress.",1999,9,"$20,000 ",4/1/1999,1/31/2001
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Access to Artistic Excellence,08-4400-7097,Brooklyn,NY,11238-6052,To support research and conservation of Sioux masterworks in the permanent collection of the Brooklyn Museum of Art. The objects will be prepared for a subsequent traveling exhibition and the results of the research will be published in the exhibition catalogue.,2008,9,"$25,000 ",6/1/2008,5/31/2010
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,American Masterpieces,06-4448-7103,Brooklyn,NY,11238-6052,"To support the touring exhibition ""Winslow Homer: Illustrating America."" Although known primarily as a painter, Homer (1836-1910) was also recognized as an acute observer of American daily life which he portrayed in his engravings that were widely published in the late 19th century.",2006,9,"$30,000 ",5/1/2006,12/31/2009
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Art Works,16-4400-7123,Brooklyn,NY,11238-6052,"To support casework and signage for the re-design of the museum's South Asia Gallery. The new space will include the juxtaposition of objects made in different regions and periods, including contemporary works and many works that have never before been exhibited. The museum's South Asian collection includes 3,000 holdings of stone, metal, wood, manuscripts, and decorative arts dating from the third millennium BCE to the present.",2016,9,"$35,000 ",6/1/2016,5/31/2017
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Access to Artistic Excellence,07-4400-7006,Brooklyn,NY,11238-6052,To support the exhibition INFINITE ISLAND: CONTEMPORARY CARIBBEAN ART with accompanying catalogue and education programs. The exhibition will present recent works by approximately 30 Caribbean artists who live and work both in the islands and around the world.,2007,9,"$35,000 ",1/1/2007,1/31/2008
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Art Works,17-4400-7099,Brooklyn,NY,11238-6052,"To support the traveling exhibition ""Georgia O'Keeffe: Living Modern."" Traveling to North Carolina and Massachusetts, the exhibition will offer a unique perspective on the iconic American artist, Georgia O'Keeffe (1887-1986). Featuring her works and a half-century survey of her public persona, clothes, homes, and consciously designed Modernist life. The exhibition demonstrates the unified Modernist aesthetic and philosophy that she manifested in every part of her life through numerous works of art including approximately 30 paintings, more than 30 garments, as well as photographs and printed ephemera about her two homes.",2017,9,"$40,000 ",7/1/2017,6/30/2018
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Access to Artistic Excellence,09-4400-7077,Brooklyn,NY,11238-6052,"To support a touring exhibition of watercolor paintings by James Tissot (French, 1836-1902) with accompanying catalogue and education programs. The works from the collection of the Brooklyn Museum, depict scenes from the New Testament Gospels.",2009,9,"$40,000 ",6/1/2009,6/30/2011
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Access to Artistic Excellence,06-4400-7088,Brooklyn,NY,11238-6052,"To support the ""First Saturdays"" educational program. The program provides educational programming to nearly 88,000 visitors of diverse ages, interests, and backgrounds each year.",2006,9,"$40,000 ",10/1/2006,8/31/2007
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Creativity / Presentation,04-4400-5037,Brooklyn,NY,11238-6052,"To support the re-installation of a collection of indigenous art from the Pacific Northwest, including education and visiting artist programs. The new, permanent installation implemented in collaboration with Native communities will replace one that dates from the 1960s.",2004,9,"$40,000 ",1/1/2004,6/30/2005
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Art Works,15-4400-7036,Brooklyn,NY,11238-6052,"To support a traveling exhibition featuring the work of Kehinde Wiley (b.1977). Known for his heroic, Old Master-influenced portraits of young African-American men in current urban attire, Wiley's work explores the black diaspora and addresses stereotypes of race, class, power, and history. The exhibition will include approximately 60 of his monumental paintings, layered with rich patterns and brilliant jewel tones. It is anticipated that the exhibition will travel to several venues.",2015,9,"$50,000 ",1/1/2015,12/31/2016
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Art Works,13-4400-7044,Brooklyn,NY,11238-6052,"To support the traveling exhibition and catalogue JOHN SINGER SARGENT WATERCOLORS. A project of the Brooklyn Museum and the Museum of Fine Arts, Boston, John Singer Sargent Watercolors will be the first expansive exhibition of Sargent's (1856-1925) watercolors in 20 years.",2013,9,"$50,000 ",1/1/2013,12/31/2014
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Art Works,14-4400-7021,Brooklyn,NY,11238-6052,"To support the exhibition ""From San Juan to Paris and Back: Francisco Oller, His Caribbean, and the Era of Impressionism."" The exhibition will examine Oller's (1833-1917) contributions to both the Paris avant-garde and the Puerto Rican school of painting within a larger artistic, geographic, and historic context.",2014,9,"$60,000 ",1/1/2014,12/31/2015
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Other,98-4400-7018,Brooklyn,NY,11238-6052,"To support a consortium project, the implementation of ""The Brooklyn Expedition,"" an interactive educational multimedia project as part of a long term museum-library collaboration with the Brooklyn Public Library and the Brooklyn Children's Museum. Designed to stimulate both actual and virtual visits to each institution, the Expedition links the distinct resources of the museums and library through on innovative educational programs and communications technologies. The project will involve the joint creation of an interactive, multi-media site on the World Wide Web, featuring a diversity of objects and documents accompanied by exploration and research exercises with multiple paths of inquiry. Resource centers located at each institution will house computer terminals with access to the Internet and serve as repositories of information, resource materials, and activities for visitors who wish to join the Expedition Website. They will be guided to the individual websites of each institution and continue their investigation on- or off-line, view an exhibition, or participate in a hands-on program. The program will introduce the user to research tools available at each institution and methods for investigating artifacts.",1998,9,"$65,000 ",3/1/1998,12/31/1999
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Access to Artistic Excellence,05-4400-7088,Brooklyn,NY,11238-6052,"To support Ceremonies and Social Traditions, a reinstallation of the museum's collection of indigenous art of the Americas. The project is part of seven long-term installations that constitute Living Legacies: The Art of the Americas.",2005,9,"$70,000 ",6/1/2005,12/31/2008
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Access to Artistic Excellence,10-4400-7019,Brooklyn,NY,11238-6052,"To support the exhibition Youth and Beauty: Art of the American Twenties, with accompanying catalogue and education programs. The Brooklyn Museum exhibition will aim to provide a holistic view of American art during the period, examining the era's dominant realist aesthetic.",2010,9,"$75,000 ",2/1/2010,1/31/2012
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Arts Education,Other,99-5100-7029,Brooklyn,NY,11238-6052,"To support a consortium project initiative to integrate the study of art into an expanded understanding of U.S. history at the secondary level. Together with the American Social History Project, the Museum will provide a series of one-day teacher workshops, a three-week summer teacher institute, mentoring in classrooms, and a new teachers' manual, all designed to enhance teachers' abilities to integrate American painting, sculpture and decorative arts into current curriculum.",1999,9,"$75,000 ",4/1/1999,3/31/2001
Brooklyn Institute of Arts & Sciences,aka Brooklyn Museum,Museums,Creativity / Presentation,98-4400-5075,Brooklyn,NY,11238-6052,"To support a touring exhibition titled ""Vital Forms: American Art in the Atomic Age: 1940-1960,"" examining art and design of the period, with accompanying catalogue and education programs. ""Vital Forms"" will examine a defining aspect of the visual arts of the post- war era, the inclination at the beginning of the nuclear age toward an art characterized by organic, biomorphic forms that were explored by the most avant-garde artists of the 40's and 50's to express the spirit of the times. The exhibition will include over 150 objects and pose questions as to why artists and designers of the period used an organic visual language as expressed in forms as diverse as Willem de Kooning's paintings, the Predicta TV set, and Eero Saarinen's TWA Terminal at JFK International Airport. Works by such major American designers and artists as Russell Wright, Charles Eames, Louis Kahn, Isamu Noguchi, Frank Lloyd Wright, Peter Voulkos, Eva Zeisel, Harry Bertoia, Alexander Calder, Sam Francis, Arshile Gorky, Adolph Gottlieb, Ellsworth Kelly, Lee Krasner, Mark Tobey, and Jackson Pollock will be included.",1998,9,"$87,000 ",5/1/1998,12/31/2002
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Art Works,1807801-51-18,Brooklyn,NY,11238-6156,"To support Arts Express, a series of dance residencies. Students will study dance pioneers through master artist dance residencies during the school year. During the intensive residential summer program, students will participate in technique classes such as ballet, modern, African, jazz, and hip-hop; learn about fitness, wellness, and nutrition; and participate in repertory rehearsals and guest master artist workshops. In addition, professional dancers will share their artistic journeys and discuss college and career opportunities with students through question-and-answer talks. School year residencies will culminate with a spring concert performance.",2018,9,"$15,000 ",7/1/2018,6/30/2019
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Art Works,17-5100-7085,Brooklyn,NY,11238-6156,"To support Arts Express, a series of dance residencies. Student teams will study dance pioneers in a dance history project during the school year where they are encouraged to learn from one another in an exchange of techniques, ideas, and experiences that culminates in written, oral, and performance presentations. Students and dance artists will come together during an intensive residential summer program. Students also will participate in technique classes such as ballet, modern, African, jazz, and hip-hop. They will learn about fitness, wellness and nutrition, and will participate in repertory rehearsals and guest master workshops. Students will participate in question-and-answer talks with the professional dancers to learn about their artistic journeys and discuss college and career opportunities. Intended to serve high school students from different states, the master residencies will culminate with a spring concert performance.",2017,9,"$20,000 ",7/1/2017,6/30/2018
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Art Works,16-5100-7102,Brooklyn,NY,11238-6156,"To support Arts Express, Earl Mosley's Institute of the Arts' series of dance residencies. Intended to serve high school students in different states during the school year, the master residencies will culminate with a performance in a school spring concert. The learning continues when the students and dance artists come together during an intensive residential summer program. Students will participate in technique classes such as ballet, modern, African, jazz, and hip-hop. They will learn about fitness, wellness and nutrition, and will participate in repertory rehearsals and guest master workshops. Their experiences will be expanded in question-and-answer dance talks with the artists/teachers about their own paths and college and career opportunities. Student teams will study dance pioneers in a dance history project where they are encouraged to learn from one another in exchange of techniques, ideas, and experiences, culminating in written, oral, and performance presentations.",2016,9,"$20,000 ",7/1/2016,6/30/2017
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Art Works,13-5100-7074,Brooklyn,NY,11238-6156,"To support Earl Mosley's Institute of the Arts, year-long dance residencies in schools and a residential summer dance institute. The intensive summer institute and in school residencies are designed to increase students' skills in choreography and in ballet, modern, African, hip-hop, tap, and jazz.",2013,9,"$25,000 ",7/1/2013,6/30/2014
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Art Works,15-5100-7077,Brooklyn,NY,11238-6156,"To support Earl Mosley's Institute of the Arts' Arts Express (EMIA XP). The program will offer a series of dance residencies for high school students in different states who will then interact during a residential summer intensive program. Dance artists will provide year-round ballet, modern, African, jazz, and hip-hop dance training that will focus on technique, repertory, dance history, and student personal growth. Student teams will study the work of dance pioneers, exchange techniques, ideas, and experiences, and collaborate to perform an original piece in a particular artist's style or a short section of an existing work.",2015,9,"$30,000 ",7/1/2015,6/30/2016
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Learning in the Arts for Children & Youth,08-5100-8031,Brooklyn,NY,11238-6156,"To support ""Earl Mosley's Institute of the Arts."" Students will receive rigorous dance training from professional dance educators through classes in technique (ballet, modern, jazz, hip hop, African dance, tap), composition, and repertory as well as participate in master classes with guest artists.",2008,9,"$35,000 ",7/1/2008,6/30/2009
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Summer Schools in the Arts,07-5151-8054,Brooklyn,NY,11238-6156,"To support Earl Mosley's Institute of the Arts. Students will receive rigorous dance training from professional dance educators through classes in technique (ballet, modern jazz, hip hop, African dance, tap), composition, and repertory as well as participate in master classes with guest artists.",2007,9,"$35,000 ",4/1/2007,12/31/2007
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Learning in the Arts for Children & Youth,09-5100-8023,Brooklyn,NY,11238-6156,"To support Earl Mosley's Institute of the Arts, a summer dance institute. Residential and day students will receive rigorous dance training from professional dance educators through classes in technique (ballet, modern, jazz, hip-hop, African dance, and tap), composition, and repertory as well as participate in master classes with guest artists.",2009,9,"$40,000 ",6/1/2009,8/31/2009
"Diversity of Dance, Inc.",aka Earl Mosley's Institute of the Arts,Arts Education,Learning in the Arts for Children & Youth,11-5100-8005,Brooklyn,NY,11238-6156,"To support Earl Mosley's Institute of the Arts, a residential summer dance institute. The program is a four-week, day and residential intensive summer institute, designed to increase students' skills in dance, choreography, and related performing arts.",2011,9,"$50,000 ",7/1/2011,8/31/2011
NYC Dept of Education Community School District 28 (Reg 3),,Folk & Traditional Arts,Access to Artistic Excellence,09-5500-7117,Flushing,NY,11354-1928,"To support ""Exploring Cultures through the Arts."" The project will support a program for teachers to integrate folk arts and artists in the classroom.",2009,6,"$25,000 ",6/1/2009,5/31/2010
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Challenge America,Challenge America Fast-Track,06-7800-7092,Flushing,NY,11354-4120,"To support MAIN STREET'S NEXT GENERATION, a multidisciplinary arts festival. Work by emerging and established Asian-American artists will be showcased in the theater and galleries of Flushing Town Hall.",2006,6,"$10,000 ",1/1/2006,3/31/2006
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Art Works,16-6200-7020,Flushing,NY,11354-4120,"To support a series of performing and educational arts programs at Flushing Town Hall cultural center. The program design will foster cross-cultural dialogue among the council's Queens-based audience. International, national, and New York-based artists will present performances and workshops in art forms reflecting the many diverse international cultures that make up Queens.",2016,6,"$25,000 ",7/1/2016,6/30/2017
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Art Works,15-6200-7047,Flushing,NY,11354-4120,"To support concerts and workshops highlighting traditional and contemporary music and arts. Flushing Town Hall will present the series, in which international, national, and New York-based artists will present performances and workshops in art forms reflecting the many diverse international cultures that make up Queens.",2015,6,"$25,000 ",7/1/2015,6/30/2016
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Art Works,14-6200-7029,Flushing,NY,11354-4120,"To support Across Traditions, a music series highlighting traditional music, fusions, and cross-cultural activities. New York City and international musicians will present concerts, workshops, and engagement activities reflecting the mix of cultures represented in Queens. The demographics of Queens are among the most diverse in the United States and include immigrants from all over the globe.",2014,6,"$25,000 ",7/1/2014,6/30/2015
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Art Works,17-6200-7053,Flushing,NY,11354-4120,"To support a series of global music, dance, theater, and multidisciplinary performances and associated activities. Events will include multiple public concerts; family shows, workshops, and educational activities; and Global Mashups, featuring public shows and dance lessons pairing diverse cultures.",2017,6,"$30,000 ",7/1/2017,6/30/2018
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Access to Artistic Excellence,10-6200-7030,Flushing,NY,11354-4120,"To support ""Cultural Crossroads 2"", featuring the presentation of world music and jazz. The project will present selected artists in public performance, and include their participation in educational and community engagement activities.",2010,6,"$30,000 ",8/1/2010,6/30/2011
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Access to Artistic Excellence,09-6200-7033,Flushing,NY,11354-4120,"To support ""Cultural Crossroads."" The world music and jazz concert series and associated community outreach programs will be presented in celebration of Flushing Town Hall's 30th anniversary as a multidisciplinary presenter.",2009,6,"$35,000 ",6/1/2009,6/30/2010
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Access to Artistic Excellence,08-6200-7025,Flushing,NY,11354-4120,"To support Jazz Live!, a series of performances featuring NEA Jazz Masters. Performances at Flushing Town Hall will include Barry Harris, Clark Terry, the Queens Jazz Orchestra with music director Jimmy Heath, and the premiere of a commissioned composition by Wycliffe Gordon.",2008,6,"$35,000 ",10/1/2008,8/31/2009
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Art Works,12-6200-7029,Flushing,NY,11354-4120,"To support Cultural Crossroads 4: Bridging Cultures, Bridging Communities, Bridging Generations, including performances, outreach, and new initiatives. Toshiko Akiyoshi, Red Baraat, Zemog el Gallo Bueno, Joe Bataan Tentet, and NEA Jazz Masters Barry Harris and Jimmy Heath are among the numerous proposed artists who will participate in the jazz and world music programming scheduled to take place at the Flushing Town Hall.",2012,6,"$40,000 ",7/1/2012,6/30/2013
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Access to Artistic Excellence,11-6200-7045,Flushing,NY,11354-4120,"To support Cultural Crossroads 3: Bridging Cultures, Bridging Community, Bridging Generations, featuring the presentation of jazz and world music at Flushing Town Hall. Project activities will include public performances, workshops, and panel discussions featuring artists such as Daniel Bernard-Roumain (known as DBR), the Ravi Coltrane Quartet, Rudresh Mahanthappa, and Jimmy Heath, among numerous others.",2011,6,"$40,000 ",7/1/2011,6/30/2012
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Recovery Act,09-6288-7062,Flushing,NY,11354-4120,,2009,6,"$50,000 ",7/1/2009,1/31/2011
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Access to Artistic Excellence,07-6200-7027,Flushing,NY,11354-4120,"To support the commissioning of new works, performances and associated programming through Jazz Live! Performances will take place in the Flushing Town Hall Theater and will feature both world renown and emerging jazz artists.",2007,6,"$50,000 ",6/1/2007,8/31/2008
"Flushing Council on Culture and the Arts, Inc.",aka Flushing Town Hall,Local Arts Agencies,Art Works,1808265-62-18,Flushing,NY,11354-4120,"To support a series of global music, dance, theater, and multidisciplinary performances held at Flushing Town Hall, and associated activities. The series will present a combination of traditional and hybrid world music and dance through events such as public concerts, family shows, workshops, and educational activities. Flushing Town Hall is located in Queens, New York, in a county where more than 160 languages are spoken. Its global programming is intended to expose audiences to a variety of cultures, serve immigrant families and students, and strategically connect and diversify audiences through cross-cultural programming.",2018,6,"$60,000 ",7/1/2018,6/30/2019
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,03-3400-5055,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast quality, post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2003,6,"$15,000 ",9/1/2003,5/31/2004
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,02-3400-5013,Flushing,NY,11355-2044,"To support the provision of state-of-the-art, broadcast quality, post-production video equipment to artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2002,6,"$15,000 ",10/1/2002,7/31/2003
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,01-3400-5025,Flushing,NY,11355-2044,"To support the provision of state-of-the-art, broadcast quality, post-production video equipment to artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2001,6,"$15,000 ",6/1/2001,8/31/2002
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,00-3400-5016,Flushing,NY,11355-2044,To support the provision of state-of-the-art broadcast quality post-production video equipment to artists and independent producers. Standby's access program is a unique model of collaboration between a non-profit arts organization and privately-owned businesses.,2000,6,"$15,000 ",7/1/2000,3/31/2001
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,99-3400-5032,Flushing,NY,11355-2044,To support the provision of state-of-the-art broadcast quality post-production video equipment to artists and independent producers. Standby's access program is a unique model of collaboration between a non-profit arts organization and privately owned businesses.,1999,6,"$15,000 ",9/1/1999,4/30/2000
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,98-3400-5068,Flushing,NY,11355-2044,"To support the provision of state-of-the-art, broadcast-quality, post-production video equipment to artists and independent producers. Standby's access program is a unique model of collaboration between a non-profit arts organization and privately-owned businesses. Standby has agreements with several of the best video editing facilities in New York City. Media artists are allowed to use their services during their off hours (evenings and weekends) at rates discounted up to 80% off of their usual commercial rates, which usually range from $300 to $1,000 an hour. Standby handles scheduling, billing, and all the other administrative functions, so it is no burden for the companies to permit artists access to their equipment. Some of the services offered include film-to-tape transfers, non-linear editing, state-of-the-art digital effects, multimedia workstations, etc. Over 70 artists a year, including Bill Viola, Nam June Paik, and Mary Lucier, take advantage of this programs.",1998,6,"$15,000 ",5/1/1998,12/31/1998
"Standby Program, Inc.",aka Standby,Media Arts,Art Works,16-3400-7036,Flushing,NY,11355-2044,"To support the provision of film and video preservation services. In partnership with such facilities as Mercer Media, Color Lab, and Chromavision, Standby provides services to artists at reduced rates without incurring the costs of equipment purchase and maintenance. Through its media preservation program, Standby will preserve as many as 200 hours of work, with a focus on artworks produced through the Standby Post-Production Access Program.",2016,6,"$20,000 ",4/1/2016,3/31/2017
"Standby Program, Inc.",aka Standby,Media Arts,Art Works,15-3400-7018,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast-quality production and post-production video equipment for media artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses, wherein Standby has agreements with several of the best video editing facilities in New York, allowing media artists to use their services during off-hours (evenings and weekends) at rates discounted by as much as 80% off the usual commercial rates.",2015,6,"$20,000 ",1/1/2015,10/31/2015
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,06-3400-7070,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast-quality, production and post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2006,6,"$20,000 ",8/1/2006,4/30/2007
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,05-3400-7060,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast quality, and post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2005,6,"$20,000 ",6/1/2005,2/28/2006
"Standby Program, Inc.",aka Standby,Media Arts,Creativity / Presentation,04-3400-5074,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast quality, post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2004,6,"$20,000 ",7/1/2004,4/30/2005
"Standby Program, Inc.",aka Standby,Media Arts,Art Works,17-3400-7025,Flushing,NY,11355-2044,"To support the provision of moving image, audio, and time-based media artwork preservation services. In partnership with such facilities as Mercer Media, Color Lab, and Chromavision, Standby provides preservation services to artists at reduced rates without incurring the costs of equipment purchase and maintenance. Through its program, Standby will preserve hundreds of hours of work.",2017,6,"$25,000 ",5/1/2017,8/31/2018
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,07-3400-7068,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast quality, production and post-production media equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2007,6,"$25,000 ",6/1/2007,4/30/2008
"Standby Program, Inc.",aka Standby,Media Arts,Art Works,15-3400-7079,Flushing,NY,11355-2044,"To support the provision of video, audio, and film preservation services. Through its Legacy Preservation Project, Standby Program will assist older artists in the preservation of their media art works by providing archival assessments, consultations, preservation services, and assistance developing exhibition documentation. Once all of the preservation work has been completed, Standby Program will create a guide and host workshops sharing best practices for preserving time-based media.",2015,6,"$30,000 ",7/1/2015,10/31/2016
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,08-3400-7074,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast quality, production and post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2008,6,"$35,000 ",7/1/2008,5/31/2009
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,09-3400-7078,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast-quality production and post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2009,6,"$45,000 ",8/1/2009,6/30/2010
"Standby Program, Inc.",aka Standby,Media Arts,Art Works,12-3400-7053,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast-quality production and post-production video equipment for media artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses, wherein Standby has agreements with several of the best video editing facilities in New York so media artists may use their services during off-hours (evenings and weekends) at rates discounted by as much as 80% off the usual commercial rates, which range from $250 to $800 per hour.",2012,6,"$50,000 ",9/1/2012,6/30/2013
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,10-3400-7071,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast-quality production and post-production video equipment for artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses.",2010,6,"$55,000 ",8/1/2010,6/30/2011
"Standby Program, Inc.",aka Standby,Media Arts,Access to Artistic Excellence,11-3400-7058,Flushing,NY,11355-2044,"To support access to state-of-the-art, broadcast-quality production and post-production video equipment for media artists and independent producers. Standby's access program is a unique model of collaboration between a nonprofit arts organization and privately owned businesses, wherein Standby has agreements with several of the best video editing facilities in New York so media artists may use their services during off-hours (evenings and weekends) at rates discounted by as much as 80% off the usual commercial rates, which range from $300 to $1,000 per hour.",2011,6,"$60,000 ",8/1/2011,6/30/2012
"US-China Arts Exchange Center, Inc.",,Folk & Traditional Arts,Access to Artistic Excellence,10-5500-7107,Flushing,NY,11355-2444,"To support the ""16th Annual Chinese Cultural Arts Variety Show."" The project will present the Cantonese Opera Riboud and Diao Chan.",2010,6,"$10,000 ",6/1/2010,6/30/2011
"US-China Arts Exchange Center, Inc.",,Folk & Traditional Arts,Creativity / Presentation,98-5500-5084,Flushing,NY,11355-2444,,1998,6,"$8,000 ",4/1/1998,3/31/1999
