address_added,city_added,state_added,zip_added,Institution,Log Number,Fiscal Year,Award,Recipient Type,Program,Program Categories,City,State,Issue Areas,The main body text
11 W 53rd St, New York,NY,10019,Museum of Modern Art,IC-05-02-0027-02,2002,"$50,000.00",,,Provision of Optimum Environment,Brooklyn,NY,,"To purchase a cold storage vault for rehousing the Museum's collection of approximately 1,000 small-format, fine art color photographs.  This will allow the Museum to upgrade a significant portion of its color photography collection from cool to cold storage."
11 W 53rd St, New York,NY,10019,Museum of Modern Art,IG-00-01-0526-01,2001,"$112,500.00",,General Operating Support,,Brooklyn,NY,,
11 W 53rd St, New York,NY,10019,Museum of Modern Art,IG-00-98-0388-98,1998,"$112,500.00",,General Operating Support,,Brooklyn,NY,,
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-30-18-0151-18,2018,"$158,274.00",Museum,Museums for America,MFA-Collections,New York,NY,,"The Museum of the City of New York will increase public access to and enhance the stewardship of its theatrical design renderings. The museum will process, digitize, and catalog approximately 8,000 original costume and set renderings from more than 410 New York City theatrical productions, and make them publicly available through its online collections portal. Creating online access to the previously unknown material will provide a user-friendly visual resource for the museum's own staff members, performing arts scholars, theater professionals, and theater enthusiasts across the nation, contributing to scholarship on the performing arts. The project will also create a free resource for theater educators working in elementary, middle, and high schools with the potential for informing performing arts curriculum at the grade school level."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-30-18-0153-18,2018,"$185,423.00",Museum,Museums for America,MFA-Collections,New York,NY,,"The Museum of the City of New York will increase online access to its LOOK Magazine collection for the benefit of scholars, curators, educators, and general history enthusiasts. The project will continue an ongoing endeavor to digitize the LOOK collection by focusing on the comprehensive cataloging of the works of staff photographer John Vachon (1914-1975) and creating access through the museum's online collections portal to an estimated 11,100 digital images from 54 of his assignments for the magazine. The collection exists primarily as negatives, a format that renders the material nearly inaccessible for researchers and curators alike. Project activities will include a symposium for colleagues in the field, where the museum will share its methodology, process, and workflow for implementing large-scale digitization projects."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-10-16-0234-16,2016,"$149,829.00",Museum,Museums for America,MFA-Learning  Experiences,New York,NY,,"The Museum of the City of New York will develop, launch, promote, and evaluate education programs and materials for K-12 students and teachers for ""New York at Its Core,"" a major, long-term exhibition on New York City's 400-year history that will open in November 2016. The need to build the city's students' history knowledge and skills is great. One-third of the city's high school students fail to pass the U.S. History Regents, necessary for graduating from high school. The museum will create and launch education programs and materials for the exhibition that will include three 60-minute fieldtrips, one for each of the exhibition's three main galleries; a free online teacher resource guide, including lesson plans and pre- and post-visit activities; and professional development offerings for teachers, including lectures by leading historians on exhibition content."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-30-14-0219-14,2014,"$121,242.00",Museum,Museums for America,Collections Stewardship,New York,NY,Collections,"The Museum of the City of New York will acquire and implement a new collections management system to improve stewardship of and access to the more than 750,000 objects and images in its New York history-focused collections. After conducting an audit of the legacy system and creating a detailed report of desired functionalities for the new system, the museum will migrate 462,000 records, beta test the new system, train staff on it, and evaluate it. The new system will enhance collections discoverability, improve internal collections management processes, and streamline information input and reporting. In addition, staff members expect improved accuracy of cross-field mapping with the museum's Collections Portal (www.mcny.org) platform, which will facilitate research by external users, such as scholars, writers, curators, filmmakers, and students."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-30-14-0221-14,2014,"$148,318.00",Museum,Museums for America,Collections Stewardship,New York,NY,"Collections, Community","The Museum of the City of New York will catalog and digitize its 2,000 object American silver collection and upload these high-resolution images to a user-friendly collections portal where they may be studied by curators, art historians, scholars, students, and enthusiasts. High-resolution images will make available details such as engravings and makers marks that may enable scholars to further identify production methods and increase understanding of less-known aspects of silver making. This project will enhance access to this collection and enable scholars to better study American decorative arts."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-30-13-0472-13,2013,"$150,000.00",,Museums for America,Collections Stewardship,New York,NY,"Collections, Community","The Museum of the City of New York will digitize and catalog 30,000 images documenting over 5,000 Broadway and Off-Broadway theatrical productions. The project will enhance stewardship and access to these holdings, which are an important resource for information on the nation's largest, most commercially successful theater district, which has greatly influenced the history of theater. The museum will secure copyright permissions as needed and upload records into a user-friendly, searchable database. It will expand public access by uploading about 80% of the images to its online collections portal, with plans to add remaining images as their copyright protection expires. The museum will publicize the collection to a wide range of academic and general audiences, and evaluate online and onsite utilization."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-04-12-0298-12,2012,"$150,000.00",,Museums for America,Engaging Communities,New York,NY,,"Museum of the City of New York will redesign its website in order to increase public access to the museum and provide a richer online experience to its diverse and growing audience. The museum's 2003 strategic plan launched a series of projects, including a capital project; the advancement of the stewardship of the museum's collections; and the launch of ambitious new exhibitions, publications, and public and educational programs. The redesigned website advances key strategic goals of accessibility, visibility, and mission enhancement. With an effective online presence, the museum will continue to build an engaged audience."
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-05-08-0283-08,2008,"$46,200.00",,Museums for America,Collections Stewardship,New York,NY,,
1220 5th Ave, New York,NY,10029,Museum of the City of New York,MA-01-07-0300-07,2007,"$62,500.00",,Museums for America,Sustaining Cultural Heritage,New York,NY,,
1220 5th Ave, New York,NY,10029,Museum of the City of New York,ST-01-04-0002-04,2004,"$135,000.00",,Save America's Treasures,,New York,NY,,
1220 5th Ave, New York,NY,10029,Museum of the City of New York,IC-04-02-0005-02,2002,"$23,883.00",,,Treatment of Collections,New York,NY,,
1220 5th Ave, New York,NY,10029,Museum of the City of New York,IC-00-97-0205-97,1997,"$20,120.00",,,,New York,NY,,
1220 5th Ave, New York,NY,10029,"Museum of the City of New York
",MA-30-15-0216-15,2015,"$93,088.00",Museum,Museums for America,Collections Stewardship,New York,NY,,"The Museum of the City of New York will digitize and catalog 400 mid-20th century women's garments from the museum's Costumes and Textiles collection, and selectively clean and stabilize 33 of the most fragile garments prior to digitization. This project will extend the useful life of these holdings for research, exhibition, and public programming, and provide free, online public access for social historians, fashion scholars and enthusiasts, and costume designers. Digital access to garments in this collection, worn by notable New York women and created by celebrated designers, will provide a window into styles and trends of the mid-20th century that spread throughout the world. This project is aligned with the museum's ongoing commitment to preserve, document and make accessible its vast collection of iconographic and material culture objects related to the history of New York City. "
1083 5th Ave, New York,NY,10128,National Academy Museum and School of Fine Arts,IC-05-05-0100-05,2005,"$36,900.00",,,Provision of Optimum Environment,New York,NY,,"To purchase and install moveable painting screens on which to properly rehouse the Museum's collection of two-dimensional works of art. The Museum houses the fourth largest public collection of 19th-20th century American art in the United States, comprising 2,300 paintings, 5,500 works on paper, and 300 sculptures."
1083 5th Ave, New York,NY,10128,National Academy Museum and School of Fine Arts,IC-00-99-0046-99,1999,"$43,000.00",,,,New York,NY,,
1083 5th Ave, New York,NY,10128,National Academy of Design,MA-30-13-0342-13,2013,"$74,000.00",,Museums for America,Collections Stewardship,New York,NY,Collections,"The National Academy Museum and School will conserve 12 paintings from its permanent collection that require significant care. The museum is featuring works from its permanent collection in dedicated galleries for the first time in more than 100 years. These newly conserved works will also allow the museum to loan and exhibit a greater number of paintings. The works to be treated are part of a comprehensive chronicle of American art and architecture, including portraits, self-portraits, figural studies, and landscapes. Conservation efforts will include flattening, strip lining, treatment of severe bleaching, lining, cleaning, retouching, consolidation, and framing. The museum will photograph and document the process, with results and descriptions shared through its website, social media, and print media to serve as an informational resource for arts scholars and historians."
225 Varick St, New York,NY,10014,National Audubon Society,MG-45-15-0029-15,2015,"$25,000.00",,Sparks! Ignition Grants for Museums,,New York,NY,,"The National Audubon Society, which represents a network of 41 nature centers across the U.S., will develop a process for integrating student field experiences at nature centers with digital mapping applications that foster continued learning back in the classroom. In partnership with the Joplin (MO) Schools, and Esri, an international supplier of Geographic Information System (GIS) software, the project will help all land-based museums to use GIS mapping to better connect with school students and advance STEM learning among that segment of their visitors. The products of this project will include a pilot curriculum that integrates mapping into an existing school program, an e-book published by  Esri Press, a workshop presentation, and a community of environmental educators that adopt the methodology."
225 Varick St, New York,NY,10014,National Audubon Society,LG-25-12-0585-12,2012,"$459,732.00",,National Leadership Grants for Museums,Research,New York,NY,"Community, Community","The National Audubon Society will conduct a research study to answer these questions: What roles do nature centers serve? How are they valued by users, neighbors, and other community members? How do their missions align with the values of the communities? The answers are critical to ensure the best service to the public as well as, in some instances, the survival of the centers themselves. Key outcomes will include lessons relevant to improving community relationships for nature centers and similar institutions such as zoos, museums, and aquaria."
225 Varick St, New York,NY,10014,National Audubon Society,LG-54-10-0084-10,2010,"$49,700.00",,National Leadership Grants for Museums,Planning Grants,New York,NY,Community,"The National Audubon Society, in partnership with The Virginia Polytechnic Institute & State University, Stanford University, and The Ohio State University, will use its grant to conduct a series of case studies aimed at identifying the values community members ascribe to nature centers. Using a small sample of nature centers, this project is expected to improve the field's understanding of the relationships between nature centers and the communities they serve. It will lay the groundwork for a full-scale research project."
225 Varick St, New York,NY,10014,National Audubon Society,MA-06-10-0262-10,2010,"$55,750.00",,Museums for America,Building Institutional Capacity,New York,NY,,"The Schlitz Audubon Nature Center (SANC) will embark on a project to go beyond its current anecdotal evidence and evaluate how its early childhood programs both influence the formation of conservation-related attitudes and influence the positive growth and development of the whole child. The SANC is currently in its seventh year operating a state licensed preschool centered on a distinct place-based, nature-focused curriculum. This grant will allow the SANC to perform, design, and implement a formal evaluation of its programming to determine the effectiveness of this approach to early childhood nature education."
225 Varick St, New York,NY,10014,"National Audubon Society, Mill Grove Audubon Center",CM-00-05-0073-05,2005,"$74,400.00",,Congressionally-Directed Grants,,New York,NY,,
225 Varick St, New York,NY,10014,"National Audubon Society, Mill Grove Audubon Center",IM-02-05-0068-05,2005,"$2,325.00",,Museum Assessment Program,Collections Management,New York,NY,,
180 Greenwich St, New York,NY,10007,National September 11 Memorial and Museum at the World Trade Center,ST-01-09-0028,2009,"$200,000.00",,Save America's Treasures,,New York,NY,Collections,"The Last Column, a steel column of the World Trade Center, was transformed into a living memorial to victims of the September 11, 2001 terrorist attacks.  Despite its apparent solidity, exposure to harsh sunlight and fluctuating humidity has severely compromised its steel surface and its mantle of ephemera, including writings, photographs, and votive tributes that were layered onto its surfaces.  This project will conserve the Last Column so that it may be placed safely on permanent exhibition."
40 Exchange Pl Suite 1403, New York,NY,10005,New Knowledge Organization,MG-50-18-0044-18,2018,"$80,166.00",Museum,National Leadership Grants for Museums,NLGMuseums-Diversity & Inclusion,New York,NY,,"The New Knowledge Organization will conduct a qualitative meta-analysis of Master's and Doctoral theses from museum studies programs that address issues of personal and group identity and representation in museums, followed by interviews with a sample of the authors.  A team of experienced researchers will aggregate the findings to develop a set of publication briefs to inform an edited volume of chapters written by collaborative teams drawn from the pool of thesis authors. The project team will upload a publicly accessible bibliography of all the works, and publish a glossary of terms used in this emerging area of research. The intended outcome of the work is to increase museum professionals' access and use of research on identity and representation. This will benefit the museum field by helping museums engage with communities and provide inclusive services to people of diverse geographic, cultural, and socioeconomic backgrounds."
235 Bowery, New York,NY,10002,New Museum of Contemporary Art,MA-06-10-0503-10,2010,"$148,000.00",,Museums for America,Building Institutional Capacity,New York,NY,Community,The New Museum of Contemporary Art will begin to fulfill its strategic technology goals with the hiring of a software programmer. This position will oversee the following key initiatives: redesigning the organizational site to deliver all digital content through a singular interactive platform and leveraging new technologies that elevate the museum's visibility and resources online. The goal of the project is to streamline and consolidate digital materials to maximize their exposure to audiences and to serve the field by providing new open-source software that peer institutions can use as a model in the planning and development of their own online content.
235 Bowery, New York,NY,10002,New Museum of Contemporary Art,IM-02-04-0073-04,2004,"$2,325.00",,Museum Assessment Program,Collections Management,New York,NY,,
235 Bowery, New York,NY,10002,New Museum of Contemporary Art,LG-21-03-0155-03,2003,"$94,398.00",,National Leadership Grants for Museums,Museums in the Community,New York,NY,,"The New Museum of Contemporary Art will partner with two schools--The Heritage High School, Manhattan, NY and the Garfield High School, Seattle, WA,--to develop new interdisciplinary materials for high school teachers as well as museum educators in presenting the complex subject of race .  School educators will work with museum educators to provide a flexible set of resources of visual and media literacy guidelines and curriculum.  A resource kit and a dedicated Web site will be developed.  The project also includes a series of professional development workshops for teachers.  A project ending conference formatted into several sessions will be used to review the project and promote successful aspects"
235 Bowery, New York,NY,10002,New Museum of Contemporary Art,IG-00-97-0446-97,1997,"$112,500.00",,General Operating Support,,New York,NY,,
63 5th Ave, New York,NY,10003,New School,MG-20-14-0023-14,2014,"$484,769.00",Museum,National Leadership Grants for Museums,Community Anchors,New York,NY,"STEM, Community","The New School will use the grant to establish an ongoing national training program to explore best practices for museums to use in opening public dialogue on civic issues. The program will cultivate 150 new museum trainees who will collaboratively design, implement, and evaluate an exhibit to travel nationally, web platform, and public dialogue strategies related to the history of a contested issue of shared concern, such as immigration or mass incarceration. The school aims to use this program as a test run for new strategies in the use of museums as effective catalysts for civic engagement. A goal and byproduct of the project is the creation of a national network of students, faculty, and museum staff that are experienced and interested in using museums for the purpose of civic participation."
1216 5th Ave, New York,NY,10029,New York Academy of Medicine,IC-22-11-0061-11,2011,"$2,975.00",,,,New York,NY,Collections,"The New York Academy of Medicine will preserve a collection of ephemera documenting the career of Dr. C. B. Meding (1866-1952), a prominent New York physician, who was the Secretary and Executive Surgeon of the Harlem Eye, Ear, and Throat Infirmary. The collection contains approximately 400 individual items, including press clippings, photographs, letters, professional announcements, and fundraising materials dating from 1908-1932. This project will ensure the long-term preservation of these materials and their accessibility to scholars, students, and the general public."
100 Old Slip, New York,NY,10005,New York City Police Museum,MA-10-13-0436-13,2013,"$150,000.00",,Museums for America,Learning  Experiences (NLG-Museums),New York,NY,"Community, Community","The New York City Police Museum will plan, design, and fabricate a permanent exhibition that explores the history of police work in New York City within the context of the larger history of New York. The exhibit will include artifacts, interactive elements, and a compelling storyline to help tell the story of policing as tied to the New York story of immigration, shifting neighborhoods, and the shifting fortunes of the city. The museum will hire New York history scholars to assist in exhibit development and collaborate with John Jay College students on an oral history component to interview former New York City police officers about their time on the force. This core exhibit will draw on museum holdings—the world's largest repository of artifacts and archival material documenting New York City law enforcement history—to engage and educate the museum's 90,000 annual visitors."
100 Old Slip, New York,NY,10005,New York City Police Museum,MA-04-09-0332-09,2009,"$150,000.00",,Museums for America,Engaging Communities,New York,NY,Early Learning,"The New York City Police Museum will develop The Little Officers Discovery Zone, a permanent exhibition introducing families with children ages 3–10 years to the New York City Police Department. The exhibition will provide age-appropriate opportunities for active exploration of the diverse skills, jobs, roles, equipment, and routines of New York City police officers."
100 Old Slip, New York,NY,10005,New York City Police Museum,MA-01-07-0313-07,2007,"$150,000.00",,Museums for America,Sustaining Cultural Heritage,New York,NY,,
100 Old Slip, New York,NY,10005,New York City Police Museum,IA-00-04-0070-04,2004,"$7,890.00",,Conservation Assessment Program,,New York,NY,,
100 Old Slip, New York,NY,10005,New York City Police Museum,ST-03-04-0021-04,2004,"$100,000.00",,Save America's Treasures,,New York,NY,,
599 11th Avenue, New York,NY,10003,New York Metropolitan Reference and Research Library Agency,RE-43-16-0067-16,2016,"$100,000.00",Library,Laura Bush 21st Century Librarian Program,National Digital Platform,New York,NY,Digital Initiatives,"The Metropolitan New York Library Council (METRO), in partnership with a coalition of National Digital Stewardship Residency (NDSR) organizers and stakeholders, will hold a symposium focused on evaluating and sharing the work performed over the first four years of NDSR programs. The meeting aims to: discuss and create standardized guidelines based on the NDSR evaluation being undertaken by the Council on Library and Information Resources; expand the geographic reach of NDSR; foster a digital preservation community of practice; and raise awareness of the NDSR program. The symposium will be free and open to the public, and grant funding will support attendance by representatives of organizations that serve under-resourced areas. Following the symposium, agreed-upon NDSR standards and guidelines will be compiled into a handbook to encourage the development of future digital stewardship residency programs."
599 11th Avenue, New York,NY,10003,New York Metropolitan Reference and Resource Library Agency,RE-06-13-0057-13,2013,"$498,135.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"The Metropolitan Reference and Research Library Agency's National Digital Stewardship Residency in New York (NDSR-NY) addresses the library profession's lack of staff who are trained to successfully acquire, manage, and preserve digital materials. The three-year project builds on the pilot program (NSDR) developed by the Library of Congress in Washington, D.C. It will support 10 students in gaining skills and experience to begin successful careers in digital stewardship; increase the number of skilled professionals; and help replicate the model residency program across the country. The NDSR-NY project will transform the landscape of certificate programs by using a blended approach that combines education with practical, hands-on work and by bringing together best practices to build a tested curriculum that teaches core competencies."
476 5th Ave, New York,NY,10018,New York Public Library,RE-40-16-0158-16,2016,"$295,010.00",Library,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"The New York Public Library will develop and deliver a blended learning early literacy staff training in partnership with the New York City Early Childhood Professional Development Institute at the City University of New York. Building on the existing early literacy expertise of children's librarians, the training will also help librarians learn from the research-based practices of early childhood educators. New York Public Library will develop four training modules: Foundational Training; Enhanced Storytimes; Family Literacy Workshops; and Daycare/Pre-K Support. The modules will be piloted with 150 New York Public Library staff and the refined curriculum and instructional materials will be disseminated nationally through a public-facing website and outreach for adaptation and use by other library systems."
476 5th Ave, New York,NY,10018,New York Public Library,LG-00-15-0263-15   ,2015,"$1,372,154.00",Library,National Leadership Grants for Libraries,National Digital Platform,New York,NY,Digital Initiatives,"The New York Public Library (NYPL), in close collaboration with the Digital Public Library of America (DPLA), and 19 partner libraries and library consortia from across the country will expand and provide outreach for the Library Simplified open source eBook platform. Through this work, the partners aim to unify and improve the eBook borrowing and reading experience for library users across the country. The project directly supports technology development and implementation of the Open eBooks initiative, an effort to make eBooks available to children and youth from low-income families. The project also supports a broader strategy to enhance open source software tools for public library systems across the country to provide access to eBooks."
476 5th Ave, New York,NY,10018,New York Public Library,LG-05-13-0356-13,2013,"$500,000.00",Library,National Leadership Grants for Libraries,Advancing Digital Resources,New York,NY,,"New York Public Library (NYPL) will use its grant to collect and analyze data on user experiences; identify opportunities for improvements; and design, test, and employ new tools, which will be made available to other libraries.  The project addresses the need for evolving access as technology changes. The rapid transformation brought on by the electronic information age has a created a critical moment in which libraries across the country must find ways to ensure democratic access to books, ideas, and information, regardless of format. The project will be supported by a large group of partner libraries and technical advisors and is aligned with the Readers First movement, which is dedicated to ensuring that library patrons have access to both virtual and physical collections. NYPL will test innovative library policies and practices while adopting new technologies in order to create improved patron experiences, with the goals of building new audiences and increasing the use of electronic collections."
476 5th Ave, New York,NY,10018,New York Public Library,RE-06-11-0100-11,2011,"$200,262.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"The New York Public Library (NYPL) will implement “Money Matters,” a staff training initiative that will educate staff on the core concepts and related reference sources of personal finance. It will also provide staff with the opportunity to host presentations by experts from partnering agencies and associations or conduct personal finance training that their neighborhood communities need most. NYPL will make the training materials created by the project freely available."
476 5th Ave, New York,NY,10018,New York Public Library,LG-51-07-0173-07,2007,"$30,000.00",Library,National Leadership Grants for Libraries,Planning Grants,New York,NY,,"The New York Public Library (NYPL), with partnering institutions Brooklyn Public Library and Queens Borough Public Library, will plan a project to identify and evaluate the homework reference needs of students, educators, parents, and librarians for the purpose of designing an integrated homework help Web site that will effectively respond to young people's needs regarding new digital technologies."
476 5th Ave, New York,NY,10018,New York Public Library,RE-06-07-0058-07,2007,"$329,750.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"The New York Public Library's project, ""Leadership Now!,"" will develop an enhanced workforce of mid-level managers equipped with the skills and vision to enhance the library's role as a learning organization."
476 5th Ave, New York,NY,10018,New York Public Library,RE-06-05-0043-05,2005,"$178,332.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"The New York Public Library (NYPL) will develop a Leadership Academy to (1) educate 60 staff members on core concepts of leadership and management over two years, (2) provide staff the opportunity and knowledge to develop a solution to a leadership or management problem at NYPL, and (3) begin to prepare staff to become the future leaders of NYPL and the greater library community. The project will also train 15 senior managers to prepare them to support the staff who participate. Training will focus on leadership, communication, and management and supervision. The academy will consist of programs on executive management theories, on the practical application of theories covered in the programs, an assignment for staff to apply their new knowledge to existing management or leadership problems at NYPL, and the creation of plans of action. Staff will gain leadership and management skills, enhanced interpersonal communication skills, the ability to direct a team and build effective teams, and an operational ability to deal with and move change within NYPL and direct and manage projects. Staff will also be able to design improvements in how NYPL operates or serves the public. Match: $178,670"
476 5th Ave, New York,NY,10018,New York Public Library,CL-00-01-0009-01,2001,"$2,435,000.00",,Congressionally-Directed Grants,,New York,NY,,
476 5th Ave, New York,NY,10018,New York Public Library,CL-00-01-0010-01,2001,"$46,000.00",,Congressionally-Directed Grants,,New York,NY,,
476 5th Ave, New York,NY,10018,New York Public Library,ND-03-00-0020-00,2000,"$442,677.00",Library,National Leadership Grants for Libraries,Preservation or Digitization,New York,NY,,
476 5th Ave, New York,NY,10018,New York Public Library,LL-03-99-0193-99,1999,"$2,000,000.00",Library,National Leadership Grants for Libraries,Preservation or Digitization,New York,NY,,
476 5th Ave, New York,NY,10018,New York Public Library,LL-02-98-0025-98,1998,"$225,000.00",Library,National Leadership Grants for Libraries,Research and Demonstration,New York,NY,,
476 5th Ave, New York,NY,10018,"New York Public Library Astor, Lenox and Tilden Foundations",LG-46-11-0080-11,2011,"$25,000.00",,Sparks! Ignition Grants for Libraries,,New York,NY,,"The New York Public Library (NYPL) already has committed significant resources to scanning 10,000 items from its historical menu collection. This collection is an unmatched resource for historians and other scholars, as well as writers, designers, and food enthusiasts. However, the line-by-line transcription that would make these digitized menus fully searchable would be prohibitively expensive. As an alternative, NYPL will crowdsource the project by working with leading game designers to build an online tool that encourages the general public to perform menu transcriptions as part of an engaging and competitive activity. Through the collective efforts of many participants, users will help build what will gradually become a culinary research database of extraordinary power."
476 5th Ave, New York,NY,10018,"New York Public Library Astor, Lenox and Tilden Foundations",RE-06-09-0105-09,2009,"$577,941.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,Collections,"New York Public Library, partnering with the libraries at Yale, Rutgers, and the University of Connecticut at Storrs, will implement a preservation administration fellowship program. This program is designed to give recently graduated preservation librarians an opportunity to put theory into practice while benefitting from the mentoring of experienced professionals. A total of eight fellows will spend nine-month residencies rotating through various preservation units such as collections care, conservation treatment, and audio and moving image preservation. Each fellow will be expected to identify, plan, and complete a major project that combines research and its practical application at his or her host institution."
476 5th Ave, New York,NY,10018,"New York Public Library Astor, Lenox and Tilden Foundations",LG-05-08-0149-08,2008,"$378,525.00",Library,National Leadership Grants for Libraries,Advancing Digital Resources,New York,NY,,"The New York Public Library (NYPL) and its partners, the Brooklyn Public Library and the Queens Borough Public Library, will create a set of digital tools for homework help that will be responsive to young people's information-gathering tendencies, research needs, and expectations. These activities will implement the findings of a successful 2007 IMLS Collaborative Planning Grant awarded to the three library systems called, The Information-Gathering Techniques and Online Behaviors of Tweens and Teens.  The suite of tools, called Homework NYC widgets, will be used by students to successfully complete their homework and will provide students with a more convenient and useful method of getting authoritative online homework assistance. The final product will be a set of tools that other organizations seeking to engage young people with library resources in a virtual environment will be able to use."
27 West 4th Street, New York,NY,10012,New York University,LG-87-18-0062-18,2018,"$49,557.00",Library,National Leadership Grants for Libraries,Curating Collections - Planning Grant,New York,NY,,"New York University Libraries, in collaboration with the NYU Arthur L. Carter Journalism Institute, the NYU Center for Data Science, and ProPublica, will develop a prototype for a software tool to capture and preserve data journalism projects in a scholarly archive. The prototype will add to an existing open source computational reproducibility tool, ReproZip. The proposed extension will be designed to quickly and easily pack and unpack dynamic websites, enabling the first large-scale collection, preservation, and discovery of complex interactive websites. Storytelling with data has revolutionized modern reporting, and the dramatic increase in the production and popularity of data journalism projects can be seen both at news startups, as well as at legacy news organizations. These stories are an important part of the historical record, yet due to their technological complexity they cannot currently be archived or preserved at libraries, newsrooms, or cultural institutions. As such, they are disappearing. This project will alleviate some of this problem."
27 West 4th Street, New York,NY,10012,New York University,RE-95-17-0076-17,2017,"$249,504.00",Library,Laura Bush 21st Century Librarian Program,L21-Community Anchors Project,New York,NY,,"New York University, in partnership with the Library Freedom Project, will facilitate the use of practical privacy tools in libraries and their communities through the development of a privacy-focused train-the-trainer program for librarians, known as the Library Freedom Institute (LFI). The project team will construct an extensive curriculum and use it to train 40 geographically dispersed Privacy Advocates, who can then serve as nodes of expertise in their regions by conducting training workshops for community members and helping their own libraries become more privacy conscious. Over a six-month course, project staff and guest trainers will teach the Privacy Advocates how to lead privacy-focused computer classes. During a two-year project timeline, the project will plan and run a pilot iteration of the LFI, analyze it, make revisions to the curriculum, offer a full-scale LFI to a larger cohort of librarians, and evaluate the full program."
27 West 4th Street, New York,NY,10012,New York University,RE-76-12-0020-12,2012,"$447,591.00",,Laura Bush 21st Century Librarian Program,Scholarship Continuation,New York,NY,Collections,"New York University's grant will support its Moving Image Archiving and Preservation program, which will educate library professionals in caring for collections on film. The project will provide paid internships for 30 students working in major film collections around the country. Working professionals also will receive formal training in audiovisual collection care, assessment, and management through workshops hosted by the Metropolitan New York Library Council and the American Library Association's Video Roundtable. Much of the cultural record of the 20th century is held on film, and special skills are needed to preserve it."
27 West 4th Street, New York,NY,10012,New York University,RE-06-08-0094-08,2008,"$788,747.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"The New York University Moving Image Archiving and Preservation Program (MIAP) will provide intensive work experience in libraries for MIAP interns and graduates. The funding will support 36 semester/summer internships and six post-graduate fellowships over the three years. Directed internships will meet key educational goals of preparing students to work in libraries that are adapting to the new demands and complexities of moving image collections. This will result in a trained pool of moving image specialists that have substantial work experience in libraries, are fluent with both analog and digital domains, and are ready to lead in the development of new strategies for library media collections, special collections, and digital library collections."
27 West 4th Street, New York,NY,10012,New York University,IA-00-05-0127-05,2005,"$4,520.00",,Conservation Assessment Program,,New York,NY,,
27 West 4th Street, New York,NY,10012,New York University Graduate School of Arts and Sciences,RE-01-07-0018-07,2007,"$717,053.00",,Laura Bush 21st Century Librarian Program,Master's Level Programs,New York,NY,,"New York University's Graduate School of Arts and Sciences, in collaboration with Long Island University's Palmer School of Library and Information Science, will address the need for academic librarians with scholarly training by recruiting and educating students in a dual master's degree program. Twenty students will receive scholarships and a reduction in the number of credits required to complete the two master's degrees—one in library and information science and the other in a subject area of the student's choice. A structured mentorship program is designed to match students with mentor librarians at New York University or other institutions in the New York area, according to the students' specific subject interests."
70 Washington Square S, New York,NY,10012,"New York University, Elmer Holmes Bobst Library",LG-03-03-0057-03,2003,"$199,422.00",Library,National Leadership Grants for Libraries,Preservation or Digitization,New York,NY,,This project will create a digital resource for the study of the American Revolution and the Early Republic drawn from the collections of New York University's Fales Library and the Library of the New York Historical Society using the Metadata Encoding and Transmission Scheme (METS).  New York University will integrate the digital material into its educational resources.
27 West 4th Street, New York,NY,10012,"New York University, Graduate School of Arts and Science",LG-55-12-0660-12,2012,"$50,000.00",Library,National Leadership Grants for Libraries,Planning Grants,New York,NY,Collections,"The Center for Creative Research and the Fales Library at New York University will partner with the Bebe Miller Dance Company, the Pick-Up Performance Company, and participants at Florida State University and Ohio State University in a planning project to explore the feasibility of a new model of archival engagement with artists and scholars. The envisioned model would place artists in new and sustained roles related to the archival collections that document their works. Specific project activities include conducting needs and feasibility assessment, designing and hosting two national meetings, and ongoing evaluation. A report explaining the project's findings during the planning phase will be made broadly available online."
34 Stuyvesant St, New York,NY,10003,"New York University, Steinhardt School, Department of Music and Music Professions",LG-06-08-0073-08,2008,"$615,405.00",Library,National Leadership Grants for Libraries,Research,New York,NY,,"New York University's Music Technology Program and Library Services will research and develop content-based approaches to automatic organization of, access to, and interaction with digital music archives. This research concentrates on encoding musical attributes, such as harmony and rhythm, to  represent and characterize similarities that exist between songs and phrases, and showing how these methodologies can provide users with innovative modes of access to music. This project has the potential to increase the scalability and reduce the cost of music analysis and markup, while increasing access and dissemination of music in existing collections. These results can improve current practices in digital libraries, bolstering  their ability to preserve and disseminate culture and ehance music education and research."
