Institution,Log Number,Fiscal Year,Award,Recipient Type,Program,Program Categories,City,State,Issue Areas,The main body text
miSci (Museum of Innovation and Science),MA-10-14-0083-14,2014,"$149,793.00",Museum,Museums for America,Learning  Experiences (NLG-Museums),Schenectady,NY,"Community, Early Learning","The Museum of Innovation and Science will deliver hands-on STEM (Science, Technology, Engineering, and Math) experiences to underserved youth and their families in afterschool and out-of-school time in collaboration with the member libraries of the Mohawk Valley Library System. The museum will deliver three STEM programs, astronomy content, and tabletop experiment stations to library visitors at each of the 23 member libraries. This project will help bring STEM awareness and interest to audiences in groups typically underrepresented in the STEM fields."
Schenectady Museum,IC-21-10-0134-10,2010,"$2,993.00",,,,Schenectady,NY,Collections,"The Schenectady Museum in Schenectady, NY will use grant funds to continue its ongoing effort to preserve and make accessible the General Electric Photograph collection.  This collection documents local workers from 1918 to 1930 and the electrification of American society.  The museum will remove 53,200 photographs from leather-bound scrapbooks that have begun to deteriorate and place them in acid-free boxes with acid-free interleaving papers in order to ensure their long-term preservation for national and local researchers.  This collection represents a vast resource for the study of American culture and technology."
Schenectady Museum,MA-05-10-0066-10,2010,"$64,437.00",,Museums for America,Collections Stewardship,Schenectady,NY,Collections,"The Schenectady Museum & Suits-Bueche Planetarium will preserve, digitally reformat, and make available online more than 900 16-mm films from General Electric Corporation, which are part of the museum's collection. The museum will rehouse films in new vented, fire-retardant canisters and create both low- and high-definition digital files of each of the films. The low-resolution copies will go into an image database and onto social networking sites such as YouTube. The films date from 1915 to 1985 and tell the story of the electrification of the United States. The films document early consumer and industrial advertising, educational science, the manufacturing process and employee training. More than thirty-three of the films date prior to 1927—an era where less than 10% of films still exist."
Schenectady County Historical Society,IC-21-09-0164-09,2009,"$3,000.00",,,,Schenectady,NY,Collections,"The Schenectady Museum of History will purchase and install new steel shelving units in the main repository for the collections. The museum staff will then relocate the most fragile specimens, including textiles, wood, bone, and ivory objects, to the new metal cabinets, protecting them for future research and exhibition."
Schenectady County Historical Society,IA-00-05-0137-05,2005,"$7,890.00",,Conservation Assessment Program,,Schenectady,NY,,
Schenectady Museum,IM-03-05-0142-05,2005,"$3,820.00",,Museum Assessment Program,Public Dimension,Schenectady,NY,,
Schenectady Museum,IA-00-03-0001-03,2003,"$7,570.00",,Conservation Assessment Program,,Schenectady,NY,,
Schenectady Museum,IG-00-02-0766-02,2002,"$112,500.00",,General Operating Support,,Schenectady,NY,,
Schenectady Museum,IM-02-01-0083-01,2001,"$1,775.00",,Museum Assessment Program,Collections Management,Schenectady,NY,,
Schenectady Museum,IM-01-99-0142-99,1999,"$1,775.00",,Museum Assessment Program,Institutional Assessment,Schenectady,NY,,
Schoharie Free Library,CL-00-03-0001-03,2003,"$49,675.00",,Congressionally-Directed Grants,,Schoharie,NY,,
National Women's Hall of Fame,MA-04-12-0238-12,2012,"$140,000.00",,Museums for America,Engaging Communities,Seneca Falls,NY,Community,"The National Women's Hall of Fame has collected the stories of nearly 250 influential women who have been inducted into the Hall of Fame in recognition of their contributions to the United States. They cover a wide range, from the early history of the United States to contemporary times, and are drawn from politics, business, arts, science, and sports. The museum will tell their stories in a new way by recording and digitizing the inductees' oral histories. Digitizing the stories through the use of oral histories will enhance accessibility at the Hall of Fame, through an enhanced website, and as part of educational kits for field trips or classroom use."
Seneca Falls Historical Society Museum,IA-00-03-0029-03,2003,"$7,890.00",,Conservation Assessment Program,,Seneca Falls,NY,,
Seneca Falls Historical Society Museum,IM-01-01-0161-01,2001,"$1,775.00",,Museum Assessment Program,Institutional Assessment,Seneca Falls,NY,,
Shelter Island Historical Society,IA-00-03-0061-03,2003,"$7,890.00",,Conservation Assessment Program,,Shelter Island,NY,,
Smithtown Library,CL-00-05-0022-05,2005,"$49,600.00",,Congressionally-Directed Grants,,Smithtown,NY,,
Caleb Smith State Park Preserve,IA-00-05-0132-05,2005,"$7,890.00",,Conservation Assessment Program,,Smithtown,NY,,
Parrish Art Museum,MA-04-10-0375-10,2010,"$86,220.00",,Museums for America,Engaging Communities,Southampton,NY,,"The Parrish Art Museum will document the story of the art and artists of the East End of Long Island through the creation of a virtual community narrative archive, “Your East End Stories,” and the enhancement of the East End Stories Web site. The story of East End artists has been central to the fabric of the Long Island community for over a century and figures prominently in international art history. A wealth of stories, memories, personal narratives, and factual data about the lives and work of these artists, and their interactions with the community, will be captured and preserved for future generations. The Parrish Art Museum will take a leadership role to collect, catalogue, manage, and maintain a database of this essential knowledge, which will be available both onsite and online."
Parrish Art Museum,MA-02-05-0084-05,2005,"$150,000.00",,Museums for America,Supporting Lifelong Learning,Southampton,NY,,
Southold Historical Society,IA-00-05-0095-05,2005,"$7,890.00",,Conservation Assessment Program,,Southold,NY,,
Southold Historical Society,IM-02-04-0099-04,2004,"$2,325.00",,Museum Assessment Program,Collections Management,Southold,NY,,
Staatsburgh State Historic Site,IG-00-00-0370-00,2000,"$97,827.00",,General Operating Support,,Staatsburg,NY,,
Staatsburgh State Historic Site,IC-00-98-0089-98,1998,"$25,900.00",,,,Staatsburg,NY,,
Staten Island Museum,MA-31-16-0511-16,2016,"$11,715.00",Museum,Museums for America,MFA-Collections 25K,Staten Island,NY,,"The Staten Island Museum will complete a conservation treatment and digitization project of seven items from the museum's document and works on paper collection. Activities include the transport of the documents to a professional conservation center, conservation treatment, consultation with the conservator through the treatment process, digitization, consultation with imaging specialists, return of the documents to the museum's archives and library, and the compilation of treatment data for the permanent collection archival records. Once treatment is completed and digitization is finalized, the items will be placed back into the permanent collection for research use and possible exhibition in the near future. "
Staten Island Museum,MA-10-15-0512-15,2015,"$137,885.00",Museum,Museums for America,Learning Experiences,Staten Island,NY,,"The Staten Island Museum will collaborate with the Jacques Marchais Museum of Tibetan Art and Snug Harbor Cultural Center and Botanical Gardens to develop an exhibit entitled ""Infinite Compassion: Avalokiteshvara in Asian Art"" to explore aspects of compassion in Buddhist art. The partners will pool their resources and use an interdisciplinary approach to produce the exhibit design, educational programs, lectures, tours, audio-visual materials, web resources, and a printed catalog. The partnership will also enable broader engagement of the local community in planning, promotion, and evaluation. The Staten Island Museum serves an ethnically and racially diverse community with high household poverty rates and low-to-middle income residents, and a large immigrant population. The exhibit collaborators seek to promote greater tolerance and understanding, encourage pride among Staten Islanders, and help make Snug Harbor a destination. The alliance will provide a model of collaboration for other small- to mid-sized cultural institutions. "
Staten Island Children's Museum,MA-10-14-0176-14,2014,"$95,000.00",Museum,Museums for America,Learning  Experiences (NLG-Museums),Staten Island,NY,Community,"Staten Island Children's Museum will transform a 2,000-square-foot concrete roof deck into an outdoor exhibit incorporating natural elements and opportunities for open-ended play. Based on feedback from visitors, the new green space will focus on teaching age-appropriate science, technology, engineering, art, and math (STEAM) topics; developing an appreciation of nature and the environment; and providing an opportunity for imaginative, open-ended play. Some examples of exhibits include: ""Musical Instruments,"" an area for visitors to explore the relationship between the arts and science through nature-inspired sounds; ""Root View Garden,"" a look into how roots grow underground; and ""Scout Camping Area,"" a low-impact campsite that will demonstrate no trace camping to visitors. The Outdoor Play Area Project will complement the museum's indoor exhibits, fostering confidence and skills that prepare children for a successful future."
Staten Island Museum,MA-04-12-0381-12,2012,"$150,000.00",,Museums for America,Engaging Communities,Staten Island,NY,STEM,"The Staten Island Museum will exhibit Tales from the Mastodon in the museum's new facility at Snug Harbor Campus. The exhibition will introduce a generation of visitors to the museum and demonstrate its redesigned exhibition strategy. The 500-square-foot mastodon exhibition helps fulfill the museum's commitment to serve as an incubator for a new generation of naturalists and science teachers. Tales from the Mastodon will be an accessible gateway for the general public designed to increase scientific literacy. The museum will use an interdisciplinary approach, integrating art and history in support of science. Objects from all three disciplines in the collections will be used, including, cretaceous plants, plant fossils, historic photographs of the collection site, and scientific illustrations of fossils."
Staten Island Historical Society,MA-05-10-0107-10,2010,"$44,496.00",,Museums for America,Collections Stewardship,Staten Island,NY,,"The Staten Island Historical Society will begin a project to create high-quality archival digital images of the original glass plate negatives, film base negatives, and photographic prints in its Alice Austen Photograph Collection. Alice Austen (1866–1952) was a dedicated and prolific amateur photographer who documented everyday life. Her work reflects her class, gender, and era, as seen in the images of her affluent circle, as well as her interest in prominent social concerns of the day—immigration, urbanization, and family life. The Austen collection is the most significant subportion of the society's photographic holdings. A total of 6,262 digital images will be created."
Staten Island Institute of Arts and Science,IC-01-09-0312-09,2009,"$102,023.00",,,Survey of Collections,Staten Island,NY,Collections,"The Staten Island Institute of Arts and Sciences will conduct a general conservation survey of its facilities and encyclopedic collections. The survey, which is designed to complement the concurrent design development phase of a major expansion initiative, will systematically review the museum's storage and exhibition facilities and diverse collections. The survey will allow the museum to prioritize its present and future preservation needs and provide the foundation for future long-range plans to assist the museum with stewardship for its community."
Staten Island Children's Museum,MA-04-09-0386-09,2009,"$50,000.00",,Museums for America,Engaging Communities,Staten Island,NY,,"The Staten Island Children's Museum's School-Based Initiative Phase II project will formalize the Museum's newly developed in-school residency curriculum into a manual for museum educators, pre/post materials for students and teachers, and a Web site for teachers. The project will also include a professional development program for teachers that will complement the school curriculum, parental programs that complement what children learn in the residency programs; and an evaluation tool that will be used to assess the overall School-Based Initiative."
Staten Island Historical Society,IC-04-07-0103-07,2007,"$23,308.00",,,Treatment of Collections,Staten Island,NY,,"The Staten Island Historical Society will use its grant to rehouse vintage prints in its E. Alice Austen (1866-1952) Photographic Collection. It includes images of Austen's affluent social circle, as well as her interest in immigration, urbanization, and family life."
Staten Island Institute of Arts and Science,MA-01-07-0169-07,2007,"$149,576.00",,Museums for America,Sustaining Cultural Heritage,Staten Island,NY,,
Staten Island Children's Museum,MA-03-06-0246-06,2006,"$21,850.00",,Museums for America,Serving as Centers of Community Engagement,Staten Island,NY,,
Staten Island Children's Museum,MA-02-05-0490-05,2005,"$24,999.00",,Museums for America,Supporting Lifelong Learning,Staten Island,NY,,
Staten Island Institute of Arts and Science,IM-02-04-0087-04,2004,"$2,325.00",,Museum Assessment Program,Collections Management,Staten Island,NY,,
Newhouse Center for Contemporary Art,IG-00-02-0793-02,2002,"$112,500.00",,General Operating Support,,Staten Island,NY,,
"Long Island Museum of American Art, History and Carriages",MA-04-08-0066-08,2008,"$147,500.00",,Museums for America,Engaging Communities,Stony Brook,NY,,
"Long Island Museum of American Art, History and Carriages",IC-04-05-0046-05,2005,"$132,620.00",,,Treatment of Collections,Stony Brook,NY,,"To treat the contents of the Graves Brothers Carriage Shop of Williamsburg, Massachusetts, the only known example of a fully equipped 19th century American carriage manufactory to have survived in its entirety. The Graves Shop includes a carriage made at the shop; 16 business ledgers and daybooks; carriage parts; early machinery and tools; interior walls with practice carriage decoration; and many objects incidental to the work carried on in the shop."
"Long Island Museum of American Art, History and Carriages",MA-02-04-0308-04,2004,"$42,450.00",,Museums for America,Supporting Lifelong Learning,Stony Brook,NY,,"Purpose: Supporting Lifelong Learning  The Long Island Museum is known for a collection of horse-drawn vehicles and related artifacts that is considered the finest in the United States. The museum has recently completed the first phase of a four-year project to transform its 40,000-square-foot Carriage Museum exhibitions from static displays into a lively participatory experience for visitors of all ages. The project will help the museum reach its goal of becoming a truly engaging family destination. This grant will support a yearlong planning process to develop a series of activity stations located throughout the eight exhibition galleries. Each station will provide the visitor with a personal interactive challenge that connects the vehicle to a larger context and involves problem solving and decision making. The activity stations will be developed for family audiences but focused on specific topics in New York State History Learning Standards. The content of each station will be the basis for creating classroom activity kits for use in schools and to prepare students for museum visits. Project outcomes will include a comprehensive plan for the activity stations and related school materials, prototype testing, and staff development."
"Long Island Museum of American Art, History and Carriages",IG-00-02-0415-02,2002,"$112,500.00",,General Operating Support,,Stony Brook,NY,,
"Long Island Museum of American Art, History and Carriages",IM-03-02-0162-02,2002,"$2,970.00",,Museum Assessment Program,Public Dimension,Stony Brook,NY,,
"Long Island Museum of American Art, History and Carriages",IC-00-00-0113-00,2000,"$37,949.00",,,,Stony Brook,NY,,
"Long Island Museum of American Art, History and Carriages",IC-00-98-0162-98,1998,"$15,600.00",,,,Stony Brook,NY,,
Syracuse University,LG-95-18-0158-18,2018,"$248,986.00",Library,National Leadership Grants for Libraries,Community Anchors - Project,Syracuse,NY,,"Syracuse University proposes to concurrently support the development of literacy and innovation skills in children grades K-3 by creating and evaluating a replicable after-school project in six rural public libraries designed to prepare youth from an early age to contribute to the future economic viability of their communities. This program will emphasize the importance of family literacy, acknowledging the positive role parents and caretakers can play in shaping children's attitudes towards learning and literacy. The project features a carefully selected collection of paired literary and informational texts that inspire creativity and innovation. They will be disseminated via The Innovation Destination, an existing web resource, expanding the site's current focus of grades 4-8 to include the elementary and middle years."
Syracuse University,LG-97-18-0209-18,2018,"$50,000.00",Library,National Leadership Grants for Libraries,Community Anchors - Planning,Syracuse,NY,,"Syracuse University, is joined by advisory group members and project participants from ACRL, Blackboard, CNI, DePaul University, EDUCAUSE Learning Initiative, IMS Global Learning Consortium, Jisc, Lewis and Clark Community College, OCLC, Susquehanna University, the University of California, Berkeley, the University of Michigan, the University of Minnesota, and Unizin to perform preliminary planning activities to pioneer the integration of library data in institutional learning analytics and develop detailed proofs of concept and models to guide academic libraries preparing to engage in this emerging and use of data to support student success. The project will be enacted by participants in three task teams working together at two face-to-face meetings; progress and documentation will be shared with the academic library and higher education community via a formal white paper and conference presentation proposals. It was reassuring to see the statement on privacy and thoughtful section on the potential conflict between librarian ethics and educational responsibilities."
Syracuse University,LG-98-17-0019-17,2017,"$99,876.00",Library,National Leadership Grants for Libraries,,Syracuse,NY,,"Syracuse University will convene a three-part forum called Library Integration in Institutional Learning Analytics (LIILA) to increase academic library involvement in higher education learning analytics and prepare academic librarians to engage in this emerging and important use of data to support student learning and success. Learning analytics involves the measurement, collection, analysis, and reporting of data about learners and their contexts or learning environments. The project includes a literature review; a forum consisting of three meetings for 31 librarians, administrators, and other representatives; and sharing of findings and conclusions from the meetings with the broader academic library and higher education community through a white paper and conference presentations."
Syracuse University,RE-98-17-0032-17,2017,"$92,477.00",Library,Laura Bush 21st Century Librarian Program,,Syracuse,NY,,"Syracuse University School of Information Studies and the University of Washington Information School will hold a National Forum on design thinking and methods in master's level library education. The Forum will address: identifying gaps in existing MLIS curricula; exploring approaches for incorporating design thinking in master's level library education, and offering actionable recommendations for this incorporation. The project will consist of three phases: 1) a field scan of design topics in MLIS curricula; 2) a meeting of educators, library employers, and design professionals; and 3) production of sample syllabi."
Syracuse University,LG-94-17-0244   ,2017,"$150,000.00",Library,National Leadership Grants for Libraries,Community,Syracuse,NY,,"The Syracuse University's Institute for Veterans and Military Families (IVMF) will partner with the Walmart Foundation, Unite US, Inc., Buncombe County Public Libraries, and VAYA Health, Inc. to scale the institute's AmericaServes community impact model for the western region of North Carolina. AmericaServes works to help the military-connected community to navigate benefits and services provided for them in civilian life. With this project, they will engage and encourage libraries to play a more central role in the expansion of this initiative in and around the city of Asheville, NC, where they can serve both as ""learning hubs"" and ""service providers."" The project will work to centralize community development and service coordination in the community's libraries and to develop the library as a central focal point for community relations and discussions, as well as for learning."
"Roosevelt Wild Life Collections, State University of New York College of Environmental Science and Forestry",MA-30-16-0119-16,2016,"$118,694.00",Museum,Museums for America,MFA-Collections,Syracuse,NY,,"The Roosevelt Wild Life Collections (RWLC) at the State University of New York College of Environmental Science and Forestry will rehouse 4,000 bird and bat specimens identified in a 2013 Conservation Assessment Program survey as most at-risk due to severe impacts of flooding, temperature fluctuations, overcrowding, and pest infestations and exacerbated by outdated, substandard storage cabinetry. Project activities will include assessing the condition of specimens to generate baseline data for documenting collections' improvements over time; electronically databasing specimens; bagging and moving specimens to a new walk-in freezer as part of an Integrated Pest Management plan; and rehousing specimens according to modern curation standards for transfer to in a section of new compactor shelving cabinets within RWLC's Research and Education Center. Project progress will be communicated through social media, national media presentations, and public- and student-accessible ""windows on the collections"" that will be part of the RWLC Research and Education Center. "
The Central New York Library Resources Council,SP-02-15-0056-15,2015,"$17,750.00",Library,Sparks! Ignition Grants for Libraries,,Syracuse,NY,,"The Central New York Library Resources Council will coordinate the upgrade and customization of an open source tool called the EADitor, which edits and publishes online archival finding aids using the EAD Document Type Definition generated through an XML-based form. This project customizes the tool for use in a consortial environment and serves as an essential building block in a larger initiative to build an online repository and index for finding aids in New York State. In addition to the technical development of the tool, the project supports creation and implementation of a pilot training program that will explicate the use of the tool and align finding aids with local best practices and national standards. The project supports the continued development of a national digital infrastructure by collecting and preparing materials for inclusion and use with any number of possible linked open data initiatives, including Social Networks in Archival Context and the Digital Public Library of America."
Syracuse University,LG-80-15-0212-15,2015,"$281,263.00",Library,National Leadership Grants for Libraries,Learning Spaces in Libraries,Syracuse,NY,,"Syracuse University's School of Information Studies (iSchool) will partner with Coulter Library at Onondaga Community College and Fayetteville Free Library to design a Community Profile System to include human expertise, particularly in the STEM fields. The system will enable librarians to collect communities' learning needs, identify relevant community experts, and link the resources to serve the learning needs in a cost-efficient manner. The tangible products include the Community Profile System and its web and mobile applications.   As libraries shift from collection-driven to community-driven service models, the Community Profile System will fill a much needed gap in the community - oriented librarianship toolbox.  The partners are building a system that will realize community-oriented librarianship in a cost-efficient manner. The collaboration and partnerships will ensure the design, test, and assessment of the tool to meet its goal of a national adoption in diverse settings."
Syracuse University,LG-80-15-0214-15,2015,"$249,495.00",Library,National Leadership Grants for Libraries,Learning Spaces in Libraries,Syracuse,NY,,"Syracuse University's Center for Digital Literacy, along with By Kids For Kids, the Connecticut Invention Convention, Brooklyn-On-Tech, Time2Invent, and OCLC's Webjunction, among other collaborators, will work with 96 school librarians and students in grades 4-8 to create a website called The Innovation Destination. The site, developed using an iterative design approach, will contain resources and training materials, including lesson plans, activities, web links, pathfinders, learning games, bibliographies, and research articles, for use by elementary and middle school librarians to stimulate and support creative thinking. The centerpiece of the site will be KidsClips, a searchable database of hundreds of interviews with successful young innovators who provide insights into the innovation process and serve as role models for students. The project aims to enable librarians to recognize the importance of motivating and supporting student innovation by creating innovation spaces within their libraries, demonstrate knowledge and skills for being innovation mentors, and report increased student interest in innovation resources and activities."
"Erie Canal Museum
",MA-31-15-0314-15,2015,"$19,320.00",Museum,Museums for America,Collections Stewardship,Syracuse,NY,,"The Erie Canal Museum will add 1,200 digital images and associated metadata of historic visual materials from the Erie Canal Museum's collections to the New York Heritage Digital Collections website. This online access will enable scholars and other educators to use the collection in a more accessible manner. For more than fifty years, the museum has been dedicated to the documentation, preservation, and interpretation of New York State's canal heritage, but until recently, access to the museum's collections has been limited to on-site use only. An assigned project archivist will select the 1,200 images from an existing pool of digital scans derived from the museum's collections and catalog the selection with related metadata under New York Heritage Digital Collections guidelines to prepare for the uploading to the Heritage website. "
"School of Information Studies, Syracuse University",RE-07-14-0015-14,2014,"$386,030.00",Library,Laura Bush 21st Century Librarian Program,Research in Early Careers Development,Syracuse,NY,,Syracuse University will use this Early Career award to build the Citation Opinion Retrieval and Analysis (CORA) tool.  The tool will help researchers get citation statements about published literature and will help them analyze and classify citations to assist and expedite research. The tool can plug into a full-text bibliographic database and will save librarians and researchers time when trying to find useful comments from large collections of citations. CORA will also contribute a new approach for assessing research impact and help monitor the quality of scientific publications by making it easier to identify citation bias and inaccuracy. The project supports one doctoral student and hourly graduate students to assist with project research and development.
"Syracuse University, School of Information Studies",RE-01-13-0011-13,2013,"$498,788.00",,Laura Bush 21st Century Librarian Program,Master's Level Programs,Syracuse,NY,,"Syracuse University's School of Information Studies, in partnership with New York City's Department of Education, will develop the PLUS-NY: Empowering Voices Master of Science in Library & Information Science program to prepare 15 current NYC teachers to become school library media specialists. These masters students will learn the special skills and knowledge that prepare them for instructional leadership and library service in high-needs schools in New York City. The program addresses a critical shortage of qualified and well-trained school library media specialists. By focusing on empowering professional and student voices through the library, PLUS-NY: Empowering Voices will serve as a national model of instructional leadership and library service development."
"Syracuse University, School of Information Studies",RE-06-13-0071-13,2013,"$253,715.00",,Laura Bush 21st Century Librarian Program,Continuing Education,Syracuse,NY,,"This project of Syracuse University, extends and enhances the original Project ENABLE (Expanding Nondiscriminatory Access By Libraries Everywhere), which focused on school librarians. The project will provide training content aligned with the needs of public and academic librarians to ensure equitable access and services to students with disabilities. It will provide resources that hundreds of participants can later share in workshops with professionals at their institutions. The project, which features web-based professional development opportunities, will increase competence and confidence among professionals throughout the United States so they can provide high-quality services to people with autism, ADHD, and other disabilities at a time such diagnoses are at an all-time high."
"Syracuse University, School of Information Studies",LG-07-12-0555-12,2012,"$150,000.00",Library,National Leadership Grants for Libraries,Demonstration,Syracuse,NY,,"Syracuse University's School of Information Studies will partner with the Massachusetts Institute of Technology's Education Arcade and the American Library Association to plan, develop, and test an Alternate Reality Game Toolkit that could be used by libraries to create engaging game-based learning exercises. The toolkit's framework will permit libraries to insert their own local content and resources and customize the game experience and learning objectives to meet their own local needs without having to build the entire educational game from the ground up. The project will focus initially on academic libraries and functionality that best supports educators and students at the college undergraduate level, but future work may extend to other types of libraries and target audiences."
Syracuse University,LG-46-12-0530-12,2012,"$21,800.00",,Sparks! Ignition Grants for Libraries,,Syracuse,NY,,"The Center for Digital Literacy at Syracuse University's School of Information Studies will create, deploy, and evaluate a new freely available online tool to help students, educators, and school librarians critically evaluate web-based information resources for class assignments. The tool will incorporate new evaluation metrics that align with existing and emerging standards for 21st-century learners. It will include additional evaluation and reporting functions designed specifically to help school librarians make recommendations on web-based information most appropriate for use by teachers and students."
Onondaga County Public Library,LG-65-12-0717-12,2012,"$100,000.00",Library,National Leadership Grants for Libraries,Planning Grants,Syracuse,NY,"Community, Community","The Onondaga County Public Library will partner with ProLiteracy and the American Library Association to host a forum and related activities to develop a National Library Literacy Action Agenda that will address the need for adult literacy services, identify key stakeholders, and articulate a series of action steps to help public libraries and policymakers develop and advocate for accessible, effective, and innovative adult literacy programs, services, and resources."
"Syracuse University, School of Information Studies",RE-76-12-0017-12,2012,"$237,973.00",,Laura Bush 21st Century Librarian Program,Scholarship Continuation,Syracuse,NY,,"Syracuse University will use its grant to support Project ENABLE, which will extend a high-quality, comprehensive continuing education program for school librarians to help them better serve the library and information needs of preschool students with disabilities. Thirty teams of general educators, special educators, and school librarians will collaboratively study types of disabilities, disability law, assistive technology, the Individualized Education Program process, accessibility, and Universal Design for Learning. Following an intensive summer workshop, participant teams will implement action plans in their schools, participate in a wiki to share success stories and exchange ideas, and use a training package to deliver two workshops to their school librarian colleagues in their home districts. The project's free and fully accessible training website will be further developed and marketed to librarians nationwide."
Syracuse University,LG-06-11-0286-11,2011,"$190,687.00",Library,National Leadership Grants for Libraries,Research,Syracuse,NY,,"The connections between free voluntary reading (FVR) in public library summer reading programs for youth and the development of information literacy skills have never been studied in any large-scale way. Syracuse University's Graduate School of Library and Information Science and its Center for Digital Literacy will conduct a study to evaluate this relationship and the importance of FVR programs in public libraries. The research project will also study the intrinsic motivation to read (value of curiosity resolution, freedom/choice, etc.) among middle school students and its benefits for improving youth literacy. Academic researchers, public librarians, school librarians, and other members of the profession will have new knowledge available to them about critical motivational issues that can help improve both research and practice."
"Syracuse University, School of Information Studies",RE-02-11-0029-11,2011,"$741,936.00",,Laura Bush 21st Century Librarian Program,Doctoral Programs,Syracuse,NY,,"Scientific research is generating huge amounts of data that must be managed and preserved, and there is a need for professionals who specialize in this important work. To help educate this new generation of science librarians, Syracuse University will recruit six doctoral students and provide them with an education, stressing research in issues related to e-science librarianship or data curation. Upon graduation, these future professors will then be placed in schools of library and information science nationwide to train science librarians and data curators. Syracuse will also disseminate its curricular materials to other library and information science programs, helping them produce future faculty with this specialization."
County of Onondaga,IC-22-10-0039-10,2010,"$2,914.00",,,,Syracuse,NY,Collections,"Syracuse, New York's Onondaga County Public Library will provide conservation treatment to its “Autograph Manuscript Collection.” This collection consists of 218 letters written in the 18th and 19th centuries by a wide range of United States historical figures, among them Louisa May Alcott, John Quincy Adams, Jefferson Davis, Frederick Douglass, William Lloyd Garrison, Andrew Jackson, Lucretia Mott, Harriet Beecher Stowe, Walt Whitman, and Laura Ingalls Wilder. A number of the letters contain significant historical content such as Frederick Douglass's note where he defends his marriage to Helen Pitts, a white woman, or Syracuse pioneer Comfort Tyler's written description of his plan to set up a colony on the lower Mississippi and to rule it, without ties to the United States, with friend Aaron Burr. Each of these detailed, first-person accounts give their readers a compelling window into the past."
Syracuse University,RE-04-10-0045-10,2010,"$280,550.00",,Laura Bush 21st Century Librarian Program,Research in Early Careers Development,Syracuse,NY,,"In this Early Career Development project, Megan Oakleaf, Assistant Professor in the School of Information Studies at Syracuse University, will conduct research on assessing student learning and will develop a standards-based rubric that will measure the information literacy skills of college students. Rubrics are tools that promote valid and reliable scores and offer descriptive results data. For academic librarians, rubrics communicate agreed-upon learning values, focus on standards, and align with current educational theory. Rubrics tell students what they need to learn, provide direct feedback and facilitate self-evaluation."
Syracuse University,RE-06-10-0092-10,2010,"$482,130.00",,Laura Bush 21st Century Librarian Program,Continuing Education,Syracuse,NY,,"Syracuse University's School of Information Studies, the Center for Digital Literacy, and the Burton Blatt Institute will create a high-quality, comprehensive continuing education program for teacher-librarians to better serve pre-K-12 students with disabilities. Forty-five teams of New York State school librarians and educators will attend an intensive workshop on accessibility, instructional design, program development, and technology selection. Afterward, participants will implement action plans, share success stories, and exchange ideas on a wiki, and deliver two workshops locally. Ten self-paced learning modules will be freely accessible on the Internet."
Onondaga Free Library,CL-00-09-0005-09,2009,"$143,000.00",,Congressionally-Directed Grants,,Syracuse,NY,,
Syracuse University,RE-05-09-0061-09,2009,"$706,200.00",,Laura Bush 21st Century Librarian Program,Programs to Build Institutional Capacity,Syracuse,NY,STEM,"As the amount of scientific data increases and the potential for sharing and reusing that data dramatically expands, more professionals are needed to help scientists manage and preserve the information that they generate. Syracuse University, partnering with the libraries of Cornell University, seeks to educate a new generation of science librarians by developing a digital curation curriculum that will emphasize the management and preservation of science-related information. In addition to curriculum planning, the project will recruit and provide scholarships to students with a background in the sciences."
Onondaga County Public Library,CL-00-08-0019-08,2008,"$238,755.00",,Congressionally-Directed Grants,,Syracuse,NY,,
Discovery Center of Science & Technology,CM-00-08-0016-08,2008,"$238,755.00",,Congressionally-Directed Grants,,Syracuse,NY,,
Everson Museum of Art,CM-00-08-0018-08,2008,"$238,755.00",,Congressionally-Directed Grants,,Syracuse,NY,,
Syracuse University,LG-07-08-0029-08,2008,"$200,020.00",Library,National Leadership Grants for Libraries,Demonstration,Syracuse,NY,,"Syracuse University will further develop the nationally recognized Web-based resource, S.O.S. for Information Literacy.  S.O.S is an innovative standards-based approach to improving K-16 information literacy teaching and learning through a freely accessible teaching support system.  School librarians nationwide have indicated a need for resources that are searchable on both their state content standards and the American Association of School Librarians' (AASL) new national standards, Standards for the 21st Century Learner. They also need training support for effectively using these resources.  This  project will meet these needs by expanding S.O.S ‘s structure and contents to include the new national and state-level content standards, and provide examples of these standards in action with lesson plans, teaching ideas, videos, and other materials."
Syracuse University,LG-05-07-0093-07,2007,"$191,114.00",Library,National Leadership Grants for Libraries,Advancing Digital Resources,Syracuse,NY,,"Syracuse University's Center for Natural Language Processing in the School of Information Studies, partnering with a team from the University Corporation for Atmospheric Research (UCAR), will integrate three digital library tools and services to create a new hybrid, computer-assisted cataloging system, the Metadata Assignment and Search Tool (MAST). MAST will enable libraries and museums to describe and disseminate their digital materials efficiently and link them to state-level educational standards, making these materials fully available in a digital library or searchable through Web services from their own Web sites."
Syracuse University School of Information Studies,RE-02-07-0024-07,2007,"$895,942.00",,Laura Bush 21st Century Librarian Program,Doctoral Programs,Syracuse,NY,,"Syracuse University School of Information Studies will develop faculty to educate the next generation of library professionals to work in academic, public, or school libraries. Preparation for university-level teaching will be integrated with targeted library research activities to help Ph.D. students successfully make the transition to becoming assistant professors in library science programs."
